timestamp,nodeId,neighborCount
1,0,4
1,1,2
1,2,7
1,3,8
1,4,5
1,5,7
1,6,5
1,7,8
1,8,2
1,9,2
1,10,3
1,11,2
1,12,4
1,13,4
1,14,4
1,15,5
1,16,4
1,17,5
1,18,3
1,19,1
1,20,2
1,21,4
1,22,2
1,23,8
1,24,1
1,25,2
1,26,4
1,27,4
1,28,3
1,29,4
1,30,4
1,31,6
1,32,5
1,33,2
1,34,2
1,35,5
1,36,4
1,37,4
1,38,4
1,39,8
1,40,0
1,41,3
1,42,5
1,43,2
1,44,3
1,45,0
1,46,6
1,47,6
1,48,1
1,49,4
1,50,7
1,51,6
1,52,4
1,53,5
1,54,3
1,55,1
1,56,1
1,57,3
1,58,6
1,59,3
1,60,2
1,61,5
1,62,1
1,63,4
1,64,2
1,65,4
1,66,0
1,67,4
1,68,8
1,69,6
1,70,5
1,71,4
1,72,4
1,73,3
1,74,7
1,75,10
1,76,0
1,77,6
1,78,4
1,79,10
1,80,8
1,81,1
1,82,2
1,83,7
1,84,5
1,85,3
1,86,4
1,87,5
1,88,6
1,89,5
1,90,1
1,91,8
1,92,4
1,93,4
1,94,0
1,95,3
1,96,5
1,97,8
1,98,2
1,99,2
1,100,1
1,101,0
1,102,5
1,103,4
1,104,3
1,105,4
1,106,2
1,107,2
1,108,4
1,109,5
1,110,2
1,111,4
1,112,8
1,113,3
1,114,3
1,115,5
1,116,1
1,117,10
1,118,2
1,119,3
1,120,3
1,121,3
1,122,8
1,123,5
1,124,8
1,125,6
1,126,6
1,127,5
1,128,7
1,129,3
1,130,5
1,131,6
1.2,0,4
1.2,1,2
1.2,2,7
1.2,3,8
1.2,4,5
1.2,5,7
1.2,6,5
1.2,7,8
1.2,8,2
1.2,9,2
1.2,10,3
1.2,11,2
1.2,12,4
1.2,13,4
1.2,14,4
1.2,15,5
1.2,16,4
1.2,17,5
1.2,18,3
1.2,19,1
1.2,20,2
1.2,21,4
1.2,22,2
1.2,23,8
1.2,24,1
1.2,25,2
1.2,26,4
1.2,27,4
1.2,28,3
1.2,29,4
1.2,30,4
1.2,31,6
1.2,32,5
1.2,33,2
1.2,34,2
1.2,35,5
1.2,36,4
1.2,37,4
1.2,38,4
1.2,39,8
1.2,40,0
1.2,41,3
1.2,42,5
1.2,43,2
1.2,44,3
1.2,45,0
1.2,46,6
1.2,47,6
1.2,48,1
1.2,49,4
1.2,50,7
1.2,51,6
1.2,52,4
1.2,53,5
1.2,54,3
1.2,55,1
1.2,56,1
1.2,57,3
1.2,58,6
1.2,59,3
1.2,60,2
1.2,61,5
1.2,62,1
1.2,63,4
1.2,64,2
1.2,65,4
1.2,66,0
1.2,67,4
1.2,68,8
1.2,69,6
1.2,70,5
1.2,71,4
1.2,72,4
1.2,73,3
1.2,74,7
1.2,75,10
1.2,76,0
1.2,77,6
1.2,78,4
1.2,79,10
1.2,80,8
1.2,81,1
1.2,82,2
1.2,83,7
1.2,84,5
1.2,85,3
1.2,86,4
1.2,87,5
1.2,88,6
1.2,89,5
1.2,90,1
1.2,91,8
1.2,92,4
1.2,93,4
1.2,94,0
1.2,95,3
1.2,96,5
1.2,97,8
1.2,98,2
1.2,99,2
1.2,100,1
1.2,101,0
1.2,102,5
1.2,103,4
1.2,104,3
1.2,105,4
1.2,106,2
1.2,107,2
1.2,108,4
1.2,109,5
1.2,110,2
1.2,111,4
1.2,112,8
1.2,113,3
1.2,114,3
1.2,115,5
1.2,116,1
1.2,117,10
1.2,118,2
1.2,119,3
1.2,120,3
1.2,121,3
1.2,122,8
1.2,123,5
1.2,124,8
1.2,125,6
1.2,126,6
1.2,127,5
1.2,128,7
1.2,129,3
1.2,130,5
1.2,131,6
1.4,0,4
1.4,1,2
1.4,2,7
1.4,3,8
1.4,4,5
1.4,5,7
1.4,6,5
1.4,7,8
1.4,8,2
1.4,9,2
1.4,10,3
1.4,11,2
1.4,12,4
1.4,13,4
1.4,14,4
1.4,15,5
1.4,16,4
1.4,17,5
1.4,18,3
1.4,19,1
1.4,20,2
1.4,21,4
1.4,22,2
1.4,23,8
1.4,24,1
1.4,25,2
1.4,26,4
1.4,27,4
1.4,28,3
1.4,29,4
1.4,30,4
1.4,31,6
1.4,32,5
1.4,33,2
1.4,34,2
1.4,35,5
1.4,36,4
1.4,37,4
1.4,38,4
1.4,39,8
1.4,40,0
1.4,41,3
1.4,42,5
1.4,43,2
1.4,44,3
1.4,45,0
1.4,46,6
1.4,47,6
1.4,48,1
1.4,49,4
1.4,50,7
1.4,51,6
1.4,52,4
1.4,53,5
1.4,54,3
1.4,55,1
1.4,56,1
1.4,57,3
1.4,58,6
1.4,59,3
1.4,60,2
1.4,61,5
1.4,62,1
1.4,63,4
1.4,64,2
1.4,65,4
1.4,66,0
1.4,67,4
1.4,68,8
1.4,69,6
1.4,70,5
1.4,71,4
1.4,72,4
1.4,73,3
1.4,74,7
1.4,75,10
1.4,76,0
1.4,77,6
1.4,78,4
1.4,79,10
1.4,80,8
1.4,81,1
1.4,82,2
1.4,83,7
1.4,84,5
1.4,85,3
1.4,86,4
1.4,87,5
1.4,88,6
1.4,89,5
1.4,90,1
1.4,91,8
1.4,92,4
1.4,93,4
1.4,94,0
1.4,95,3
1.4,96,5
1.4,97,8
1.4,98,2
1.4,99,2
1.4,100,1
1.4,101,0
1.4,102,5
1.4,103,4
1.4,104,3
1.4,105,4
1.4,106,2
1.4,107,2
1.4,108,4
1.4,109,5
1.4,110,2
1.4,111,4
1.4,112,8
1.4,113,3
1.4,114,3
1.4,115,5
1.4,116,1
1.4,117,10
1.4,118,2
1.4,119,3
1.4,120,3
1.4,121,3
1.4,122,8
1.4,123,5
1.4,124,8
1.4,125,6
1.4,126,6
1.4,127,5
1.4,128,7
1.4,129,3
1.4,130,5
1.4,131,6
1.6,0,4
1.6,1,2
1.6,2,7
1.6,3,8
1.6,4,5
1.6,5,7
1.6,6,5
1.6,7,8
1.6,8,2
1.6,9,2
1.6,10,3
1.6,11,2
1.6,12,4
1.6,13,4
1.6,14,4
1.6,15,5
1.6,16,4
1.6,17,5
1.6,18,3
1.6,19,1
1.6,20,2
1.6,21,4
1.6,22,2
1.6,23,8
1.6,24,1
1.6,25,2
1.6,26,4
1.6,27,4
1.6,28,3
1.6,29,4
1.6,30,4
1.6,31,6
1.6,32,5
1.6,33,2
1.6,34,2
1.6,35,5
1.6,36,4
1.6,37,4
1.6,38,4
1.6,39,8
1.6,40,0
1.6,41,3
1.6,42,5
1.6,43,2
1.6,44,3
1.6,45,0
1.6,46,6
1.6,47,6
1.6,48,1
1.6,49,4
1.6,50,7
1.6,51,6
1.6,52,4
1.6,53,5
1.6,54,3
1.6,55,1
1.6,56,1
1.6,57,3
1.6,58,6
1.6,59,3
1.6,60,2
1.6,61,5
1.6,62,1
1.6,63,4
1.6,64,2
1.6,65,4
1.6,66,0
1.6,67,4
1.6,68,8
1.6,69,6
1.6,70,5
1.6,71,4
1.6,72,4
1.6,73,3
1.6,74,7
1.6,75,10
1.6,76,0
1.6,77,6
1.6,78,4
1.6,79,10
1.6,80,8
1.6,81,1
1.6,82,2
1.6,83,7
1.6,84,5
1.6,85,3
1.6,86,4
1.6,87,5
1.6,88,6
1.6,89,5
1.6,90,1
1.6,91,8
1.6,92,4
1.6,93,4
1.6,94,0
1.6,95,3
1.6,96,5
1.6,97,8
1.6,98,2
1.6,99,2
1.6,100,1
1.6,101,0
1.6,102,5
1.6,103,4
1.6,104,3
1.6,105,4
1.6,106,2
1.6,107,2
1.6,108,4
1.6,109,5
1.6,110,2
1.6,111,4
1.6,112,8
1.6,113,3
1.6,114,3
1.6,115,5
1.6,116,1
1.6,117,10
1.6,118,2
1.6,119,3
1.6,120,3
1.6,121,3
1.6,122,8
1.6,123,5
1.6,124,8
1.6,125,6
1.6,126,6
1.6,127,5
1.6,128,7
1.6,129,3
1.6,130,5
1.6,131,6
1.8,0,4
1.8,1,2
1.8,2,7
1.8,3,8
1.8,4,5
1.8,5,7
1.8,6,5
1.8,7,8
1.8,8,2
1.8,9,2
1.8,10,3
1.8,11,2
1.8,12,4
1.8,13,4
1.8,14,4
1.8,15,5
1.8,16,4
1.8,17,5
1.8,18,3
1.8,19,1
1.8,20,2
1.8,21,4
1.8,22,2
1.8,23,8
1.8,24,1
1.8,25,2
1.8,26,4
1.8,27,4
1.8,28,3
1.8,29,4
1.8,30,4
1.8,31,6
1.8,32,5
1.8,33,2
1.8,34,2
1.8,35,5
1.8,36,4
1.8,37,4
1.8,38,4
1.8,39,8
1.8,40,0
1.8,41,3
1.8,42,5
1.8,43,2
1.8,44,3
1.8,45,0
1.8,46,6
1.8,47,6
1.8,48,1
1.8,49,4
1.8,50,7
1.8,51,6
1.8,52,4
1.8,53,5
1.8,54,3
1.8,55,1
1.8,56,1
1.8,57,3
1.8,58,6
1.8,59,3
1.8,60,2
1.8,61,5
1.8,62,1
1.8,63,4
1.8,64,2
1.8,65,4
1.8,66,0
1.8,67,4
1.8,68,8
1.8,69,6
1.8,70,5
1.8,71,4
1.8,72,4
1.8,73,3
1.8,74,7
1.8,75,10
1.8,76,0
1.8,77,6
1.8,78,4
1.8,79,10
1.8,80,8
1.8,81,1
1.8,82,2
1.8,83,7
1.8,84,5
1.8,85,3
1.8,86,4
1.8,87,5
1.8,88,6
1.8,89,5
1.8,90,1
1.8,91,8
1.8,92,4
1.8,93,4
1.8,94,0
1.8,95,3
1.8,96,5
1.8,97,8
1.8,98,2
1.8,99,2
1.8,100,1
1.8,101,0
1.8,102,5
1.8,103,4
1.8,104,3
1.8,105,4
1.8,106,2
1.8,107,2
1.8,108,4
1.8,109,5
1.8,110,2
1.8,111,4
1.8,112,8
1.8,113,3
1.8,114,3
1.8,115,5
1.8,116,1
1.8,117,10
1.8,118,2
1.8,119,3
1.8,120,3
1.8,121,3
1.8,122,8
1.8,123,5
1.8,124,8
1.8,125,6
1.8,126,6
1.8,127,5
1.8,128,7
1.8,129,3
1.8,130,5
1.8,131,6
2,0,4
2,1,2
2,2,7
2,3,8
2,4,5
2,5,7
2,6,5
2,7,8
2,8,2
2,9,2
2,10,3
2,11,2
2,12,4
2,13,4
2,14,4
2,15,5
2,16,4
2,17,5
2,18,3
2,19,1
2,20,2
2,21,4
2,22,2
2,23,8
2,24,1
2,25,2
2,26,4
2,27,4
2,28,3
2,29,4
2,30,4
2,31,6
2,32,5
2,33,2
2,34,2
2,35,5
2,36,4
2,37,4
2,38,4
2,39,8
2,40,0
2,41,3
2,42,5
2,43,2
2,44,3
2,45,0
2,46,6
2,47,6
2,48,1
2,49,4
2,50,7
2,51,6
2,52,4
2,53,5
2,54,3
2,55,1
2,56,1
2,57,3
2,58,6
2,59,3
2,60,2
2,61,5
2,62,1
2,63,4
2,64,2
2,65,4
2,66,0
2,67,4
2,68,8
2,69,6
2,70,5
2,71,4
2,72,4
2,73,3
2,74,7
2,75,10
2,76,0
2,77,6
2,78,4
2,79,10
2,80,8
2,81,1
2,82,2
2,83,7
2,84,5
2,85,3
2,86,4
2,87,5
2,88,6
2,89,5
2,90,1
2,91,8
2,92,4
2,93,4
2,94,0
2,95,3
2,96,5
2,97,8
2,98,2
2,99,2
2,100,1
2,101,0
2,102,5
2,103,4
2,104,3
2,105,4
2,106,2
2,107,2
2,108,4
2,109,5
2,110,2
2,111,4
2,112,8
2,113,3
2,114,3
2,115,5
2,116,1
2,117,10
2,118,2
2,119,3
2,120,3
2,121,3
2,122,8
2,123,5
2,124,8
2,125,6
2,126,6
2,127,5
2,128,7
2,129,3
2,130,5
2,131,6
2.2,0,4
2.2,1,2
2.2,2,7
2.2,3,8
2.2,4,5
2.2,5,7
2.2,6,5
2.2,7,8
2.2,8,2
2.2,9,2
2.2,10,3
2.2,11,2
2.2,12,4
2.2,13,4
2.2,14,4
2.2,15,5
2.2,16,4
2.2,17,5
2.2,18,3
2.2,19,1
2.2,20,2
2.2,21,4
2.2,22,2
2.2,23,8
2.2,24,1
2.2,25,2
2.2,26,4
2.2,27,4
2.2,28,3
2.2,29,4
2.2,30,4
2.2,31,6
2.2,32,5
2.2,33,2
2.2,34,2
2.2,35,5
2.2,36,4
2.2,37,4
2.2,38,4
2.2,39,8
2.2,40,0
2.2,41,3
2.2,42,5
2.2,43,2
2.2,44,3
2.2,45,0
2.2,46,6
2.2,47,6
2.2,48,1
2.2,49,4
2.2,50,7
2.2,51,6
2.2,52,4
2.2,53,5
2.2,54,3
2.2,55,1
2.2,56,1
2.2,57,3
2.2,58,6
2.2,59,3
2.2,60,2
2.2,61,5
2.2,62,1
2.2,63,4
2.2,64,2
2.2,65,4
2.2,66,0
2.2,67,4
2.2,68,8
2.2,69,6
2.2,70,5
2.2,71,4
2.2,72,4
2.2,73,3
2.2,74,7
2.2,75,10
2.2,76,0
2.2,77,6
2.2,78,4
2.2,79,10
2.2,80,8
2.2,81,1
2.2,82,2
2.2,83,7
2.2,84,5
2.2,85,3
2.2,86,4
2.2,87,5
2.2,88,6
2.2,89,5
2.2,90,1
2.2,91,8
2.2,92,4
2.2,93,4
2.2,94,0
2.2,95,3
2.2,96,5
2.2,97,8
2.2,98,2
2.2,99,2
2.2,100,1
2.2,101,0
2.2,102,5
2.2,103,4
2.2,104,3
2.2,105,4
2.2,106,2
2.2,107,2
2.2,108,4
2.2,109,5
2.2,110,2
2.2,111,4
2.2,112,8
2.2,113,3
2.2,114,3
2.2,115,5
2.2,116,1
2.2,117,10
2.2,118,2
2.2,119,3
2.2,120,3
2.2,121,3
2.2,122,8
2.2,123,5
2.2,124,8
2.2,125,6
2.2,126,6
2.2,127,5
2.2,128,7
2.2,129,3
2.2,130,5
2.2,131,6
2.4,0,4
2.4,1,2
2.4,2,7
2.4,3,8
2.4,4,5
2.4,5,7
2.4,6,5
2.4,7,8
2.4,8,2
2.4,9,2
2.4,10,3
2.4,11,2
2.4,12,4
2.4,13,4
2.4,14,4
2.4,15,5
2.4,16,4
2.4,17,5
2.4,18,3
2.4,19,1
2.4,20,2
2.4,21,4
2.4,22,2
2.4,23,8
2.4,24,1
2.4,25,2
2.4,26,4
2.4,27,4
2.4,28,3
2.4,29,4
2.4,30,4
2.4,31,6
2.4,32,5
2.4,33,2
2.4,34,2
2.4,35,5
2.4,36,4
2.4,37,4
2.4,38,4
2.4,39,8
2.4,40,0
2.4,41,3
2.4,42,5
2.4,43,2
2.4,44,3
2.4,45,0
2.4,46,6
2.4,47,6
2.4,48,1
2.4,49,4
2.4,50,7
2.4,51,6
2.4,52,4
2.4,53,5
2.4,54,3
2.4,55,1
2.4,56,1
2.4,57,3
2.4,58,6
2.4,59,3
2.4,60,2
2.4,61,5
2.4,62,1
2.4,63,4
2.4,64,2
2.4,65,4
2.4,66,0
2.4,67,4
2.4,68,8
2.4,69,6
2.4,70,5
2.4,71,4
2.4,72,4
2.4,73,3
2.4,74,7
2.4,75,10
2.4,76,0
2.4,77,6
2.4,78,4
2.4,79,10
2.4,80,8
2.4,81,1
2.4,82,2
2.4,83,7
2.4,84,5
2.4,85,3
2.4,86,4
2.4,87,5
2.4,88,6
2.4,89,5
2.4,90,1
2.4,91,8
2.4,92,4
2.4,93,4
2.4,94,0
2.4,95,3
2.4,96,5
2.4,97,8
2.4,98,2
2.4,99,2
2.4,100,1
2.4,101,0
2.4,102,5
2.4,103,4
2.4,104,3
2.4,105,4
2.4,106,2
2.4,107,2
2.4,108,4
2.4,109,5
2.4,110,2
2.4,111,4
2.4,112,8
2.4,113,3
2.4,114,3
2.4,115,5
2.4,116,1
2.4,117,10
2.4,118,2
2.4,119,3
2.4,120,3
2.4,121,3
2.4,122,8
2.4,123,5
2.4,124,8
2.4,125,6
2.4,126,6
2.4,127,5
2.4,128,7
2.4,129,3
2.4,130,5
2.4,131,6
2.6,0,4
2.6,1,2
2.6,2,7
2.6,3,8
2.6,4,5
2.6,5,7
2.6,6,5
2.6,7,8
2.6,8,2
2.6,9,2
2.6,10,3
2.6,11,2
2.6,12,4
2.6,13,4
2.6,14,4
2.6,15,5
2.6,16,4
2.6,17,5
2.6,18,3
2.6,19,1
2.6,20,2
2.6,21,4
2.6,22,2
2.6,23,8
2.6,24,1
2.6,25,2
2.6,26,4
2.6,27,4
2.6,28,3
2.6,29,4
2.6,30,4
2.6,31,6
2.6,32,5
2.6,33,2
2.6,34,2
2.6,35,5
2.6,36,4
2.6,37,4
2.6,38,4
2.6,39,8
2.6,40,0
2.6,41,3
2.6,42,5
2.6,43,2
2.6,44,3
2.6,45,0
2.6,46,6
2.6,47,6
2.6,48,1
2.6,49,4
2.6,50,7
2.6,51,6
2.6,52,4
2.6,53,5
2.6,54,3
2.6,55,1
2.6,56,1
2.6,57,3
2.6,58,6
2.6,59,3
2.6,60,2
2.6,61,5
2.6,62,1
2.6,63,4
2.6,64,2
2.6,65,4
2.6,66,0
2.6,67,4
2.6,68,8
2.6,69,6
2.6,70,5
2.6,71,4
2.6,72,4
2.6,73,3
2.6,74,7
2.6,75,10
2.6,76,0
2.6,77,6
2.6,78,4
2.6,79,10
2.6,80,8
2.6,81,1
2.6,82,2
2.6,83,7
2.6,84,5
2.6,85,3
2.6,86,4
2.6,87,5
2.6,88,6
2.6,89,5
2.6,90,1
2.6,91,8
2.6,92,4
2.6,93,4
2.6,94,0
2.6,95,3
2.6,96,5
2.6,97,8
2.6,98,2
2.6,99,2
2.6,100,1
2.6,101,0
2.6,102,5
2.6,103,4
2.6,104,3
2.6,105,4
2.6,106,2
2.6,107,2
2.6,108,4
2.6,109,5
2.6,110,2
2.6,111,4
2.6,112,8
2.6,113,3
2.6,114,3
2.6,115,5
2.6,116,1
2.6,117,10
2.6,118,2
2.6,119,3
2.6,120,3
2.6,121,3
2.6,122,8
2.6,123,5
2.6,124,8
2.6,125,6
2.6,126,6
2.6,127,5
2.6,128,7
2.6,129,3
2.6,130,5
2.6,131,6
2.8,0,4
2.8,1,2
2.8,2,7
2.8,3,8
2.8,4,5
2.8,5,7
2.8,6,5
2.8,7,8
2.8,8,2
2.8,9,2
2.8,10,3
2.8,11,2
2.8,12,4
2.8,13,4
2.8,14,4
2.8,15,5
2.8,16,4
2.8,17,5
2.8,18,3
2.8,19,1
2.8,20,2
2.8,21,4
2.8,22,2
2.8,23,8
2.8,24,1
2.8,25,2
2.8,26,4
2.8,27,4
2.8,28,3
2.8,29,4
2.8,30,4
2.8,31,6
2.8,32,5
2.8,33,2
2.8,34,2
2.8,35,5
2.8,36,4
2.8,37,4
2.8,38,4
2.8,39,8
2.8,40,0
2.8,41,3
2.8,42,5
2.8,43,2
2.8,44,3
2.8,45,0
2.8,46,6
2.8,47,6
2.8,48,1
2.8,49,4
2.8,50,7
2.8,51,6
2.8,52,4
2.8,53,5
2.8,54,3
2.8,55,1
2.8,56,1
2.8,57,3
2.8,58,6
2.8,59,3
2.8,60,2
2.8,61,5
2.8,62,1
2.8,63,4
2.8,64,2
2.8,65,4
2.8,66,0
2.8,67,4
2.8,68,8
2.8,69,6
2.8,70,5
2.8,71,4
2.8,72,4
2.8,73,3
2.8,74,7
2.8,75,10
2.8,76,0
2.8,77,6
2.8,78,4
2.8,79,10
2.8,80,8
2.8,81,1
2.8,82,2
2.8,83,7
2.8,84,5
2.8,85,3
2.8,86,4
2.8,87,5
2.8,88,6
2.8,89,5
2.8,90,1
2.8,91,8
2.8,92,4
2.8,93,4
2.8,94,0
2.8,95,3
2.8,96,5
2.8,97,8
2.8,98,2
2.8,99,2
2.8,100,1
2.8,101,0
2.8,102,5
2.8,103,4
2.8,104,3
2.8,105,4
2.8,106,2
2.8,107,2
2.8,108,4
2.8,109,5
2.8,110,2
2.8,111,4
2.8,112,8
2.8,113,3
2.8,114,3
2.8,115,5
2.8,116,1
2.8,117,10
2.8,118,2
2.8,119,3
2.8,120,3
2.8,121,3
2.8,122,8
2.8,123,5
2.8,124,8
2.8,125,6
2.8,126,6
2.8,127,5
2.8,128,7
2.8,129,3
2.8,130,5
2.8,131,6
3,0,4
3,1,2
3,2,7
3,3,8
3,4,5
3,5,7
3,6,5
3,7,8
3,8,2
3,9,2
3,10,3
3,11,2
3,12,4
3,13,4
3,14,4
3,15,5
3,16,4
3,17,5
3,18,3
3,19,1
3,20,2
3,21,4
3,22,2
3,23,8
3,24,1
3,25,2
3,26,4
3,27,4
3,28,3
3,29,4
3,30,4
3,31,6
3,32,5
3,33,2
3,34,2
3,35,5
3,36,4
3,37,4
3,38,4
3,39,8
3,40,0
3,41,3
3,42,5
3,43,2
3,44,3
3,45,0
3,46,6
3,47,6
3,48,1
3,49,4
3,50,7
3,51,6
3,52,4
3,53,5
3,54,3
3,55,1
3,56,1
3,57,3
3,58,6
3,59,3
3,60,2
3,61,5
3,62,1
3,63,4
3,64,2
3,65,4
3,66,0
3,67,4
3,68,8
3,69,6
3,70,5
3,71,4
3,72,4
3,73,3
3,74,7
3,75,10
3,76,0
3,77,6
3,78,4
3,79,10
3,80,8
3,81,1
3,82,2
3,83,7
3,84,5
3,85,3
3,86,4
3,87,5
3,88,6
3,89,5
3,90,1
3,91,8
3,92,4
3,93,4
3,94,0
3,95,3
3,96,5
3,97,8
3,98,2
3,99,2
3,100,1
3,101,0
3,102,5
3,103,4
3,104,3
3,105,4
3,106,2
3,107,2
3,108,4
3,109,5
3,110,2
3,111,4
3,112,8
3,113,3
3,114,3
3,115,5
3,116,1
3,117,10
3,118,2
3,119,3
3,120,3
3,121,3
3,122,8
3,123,5
3,124,8
3,125,6
3,126,6
3,127,5
3,128,7
3,129,3
3,130,5
3,131,6
3.2,0,4
3.2,1,2
3.2,2,7
3.2,3,8
3.2,4,5
3.2,5,7
3.2,6,5
3.2,7,8
3.2,8,2
3.2,9,2
3.2,10,3
3.2,11,2
3.2,12,4
3.2,13,4
3.2,14,4
3.2,15,5
3.2,16,4
3.2,17,5
3.2,18,3
3.2,19,1
3.2,20,2
3.2,21,4
3.2,22,2
3.2,23,8
3.2,24,1
3.2,25,2
3.2,26,4
3.2,27,4
3.2,28,3
3.2,29,4
3.2,30,4
3.2,31,6
3.2,32,5
3.2,33,2
3.2,34,2
3.2,35,5
3.2,36,4
3.2,37,4
3.2,38,4
3.2,39,8
3.2,40,0
3.2,41,3
3.2,42,5
3.2,43,2
3.2,44,3
3.2,45,0
3.2,46,6
3.2,47,6
3.2,48,1
3.2,49,4
3.2,50,7
3.2,51,6
3.2,52,4
3.2,53,5
